Transaction Hash,Blockno,UnixTimestamp,DateTime (UTC),From,To,Quantity,Method,Log_Quantity,Date
0xac2ea675afd8f8d2738822e69f3ff526266e58e2139071eeb47f6ef14abff60d,19559514,1711956611,2024-04-01 07:30:11,0xaabe29d45a505c2cba87925276b65c50f56b060d,0x5b891572c8d62445513120e38278c81d5c2c54c5,1409.0,Transfer,7.251344983372214,2024-04-01
0xc57092107c2b62ab6800a3f8eda4ce70d3ed5c48605f4dbcb43771c5a3bc716b,19559527,1711956767,2024-04-01 07:32:47,0x5b891572c8d62445513120e38278c81d5c2c54c5,0xe37e799d5077682fa0a244d46e5649f71457bd09,1409.0,Swap,7.251344983372214,2024-04-01
0xb80d68779c96b1ef4207fdfd72fe1920a1ce6f8191bd5c54ddd0abf1969a42f8,19559546,1711957031,2024-04-01 07:37:11,0xe37e799d5077682fa0a244d46e5649f71457bd09,0x1111111254eeb25477b68fb85ed929f73a960582,1000.44850630942,Swap,6.909202737218265,2024-04-01
0xb80d68779c96b1ef4207fdfd72fe1920a1ce6f8191bd5c54ddd0abf1969a42f8,19559546,1711957031,2024-04-01 07:37:11,0x1111111254eeb25477b68fb85ed929f73a960582,0x6889de313803839ce3e15996a86167f639b4a634,1000.44850630942,Swap,6.909202737218265,2024-04-01
0x9aeb677f81ed2bd4f23babe29d9743040590f96078cacf6bf15766bc3341a2ec,19559835,1711960595,2024-04-01 08:36:35,0xbc6a5cfcf24eacda3c25c042494ef21b77165738,0x0000000000000000000000000000000000000000,1833.43,Transfer To Near,7.514489085531206,2024-04-01
0xedcbfb909a2bc6cc26d79a6d80c60a49c17c5f335b61784cba6ad4263da2e25c,19561431,1711979987,2024-04-01 13:59:47,0x0000000000000000000000000000000000000000,0xe43573397d03706c867197603fe7085db5cdd96e,951.05254894,Finalise Near To Eth Transfer,6.858620231734372,2024-04-01
0x51c808e3defd722627b98a69468ca2899d5f86127b2d46d4e3cbeb39019acbd7,19561481,1711980587,2024-04-01 14:09:47,0xe43573397d03706c867197603fe7085db5cdd96e,0xee8aaa362a75fbf8e0a38a50ddc27f38551e16ea,951.05254894,Execute,6.858620231734372,2024-04-01
0xdae1145d1920b5657015a02757e098b3d3fc9d16c55b7e8bb7104d7a688cc4bd,19561481,1711980587,2024-04-01 14:09:47,0xee8aaa362a75fbf8e0a38a50ddc27f38551e16ea,0x000000000dfde7deaf24138722987c9a6991e2d4,930.8685391239693,-,6.837191752294667,2024-04-01
0x6feda310adc578c6e9e8d8a665845dfbfd85620bcf83620752c93d180530bcba,19562355,1711991171,2024-04-01 17:06:11,0x983dfba1c0724786598af0e63a9a6f94aabd24a1,0x22f9dcf4647084d6c31b2765f6910cd85c178c18,1539.70781448515,0x415565b0,7.339997209610402,2024-04-01
0x6feda310adc578c6e9e8d8a665845dfbfd85620bcf83620752c93d180530bcba,19562355,1711991171,2024-04-01 17:06:11,0x22f9dcf4647084d6c31b2765f6910cd85c178c18,0x542b18d6a2be51c84b5873a45d0458dba76fea77,1539.70781448515,0x415565b0,7.339997209610402,2024-04-01
0x6d71e94bb25db0cd859cb3ca39b5188685c1face738b6ff081050ee400394c71,19562355,1711991171,2024-04-01 17:06:11,0xee8aaa362a75fbf8e0a38a50ddc27f38551e16ea,0xa6381631e0634e97e23a80a3c57f9582aa959e16,1079.35989694999,-,6.9850495025235,2024-04-01
0x6d71e94bb25db0cd859cb3ca39b5188685c1face738b6ff081050ee400394c71,19562355,1711991171,2024-04-01 17:06:11,0xa6381631e0634e97e23a80a3c57f9582aa959e16,0x983dfba1c0724786598af0e63a9a6f94aabd24a1,1079.35989694999,-,6.9850495025235,2024-04-01
0x12391e87236b4c216fc0a7e932219ca68d1b54cb4f6d3c61aafba6ce4be48ad1,19562446,1711992263,2024-04-01 17:24:23,0x6889de313803839ce3e15996a86167f639b4a634,0x5f515f6c524b18ca30f7783fb58dd4be2e9904ec,1000.0,Swap,6.90875477931522,2024-04-01
0xa38e17c99c118f75e73b08b88c974a40a85df4c99ed69065c268728f88cc844a,19563001,1711998971,2024-04-01 19:16:11,0x983dfba1c0724786598af0e63a9a6f94aabd24a1,0xe37e799d5077682fa0a244d46e5649f71457bd09,731.0924444797905,Swap,6.595906796260304,2024-04-01
0xa38e17c99c118f75e73b08b88c974a40a85df4c99ed69065c268728f88cc844a,19563001,1711998971,2024-04-01 19:16:11,0xe37e799d5077682fa0a244d46e5649f71457bd09,0x1111111254eeb25477b68fb85ed929f73a960582,731.0924444797905,Swap,6.595906796260304,2024-04-01
0xa38e17c99c118f75e73b08b88c974a40a85df4c99ed69065c268728f88cc844a,19563001,1711998971,2024-04-01 19:16:11,0x1111111254eeb25477b68fb85ed929f73a960582,0x74de5d4fcbf63e00296fd95d33236b9794016631,731.0924444797905,Swap,6.595906796260304,2024-04-01
0xa38e17c99c118f75e73b08b88c974a40a85df4c99ed69065c268728f88cc844a,19563001,1711998971,2024-04-01 19:16:11,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x30e08dc9e5cc7b1cec96b95d47cbb92a47471b04,731.0924444797905,Swap,6.595906796260304,2024-04-01
